Date,regime_pdrc
2011-02-09,Crisis
2011-02-10,Crisis
2011-02-11,Crisis
2011-02-14,Crisis
2011-02-15,Crisis
2011-02-16,RiskOn
2011-02-17,Crisis
2011-02-18,Crisis
2011-02-22,Illiquid
2011-02-23,Illiquid
2011-02-24,Illiquid
2011-02-25,Illiquid
2011-02-28,Illiquid
2011-03-01,Illiquid
2011-03-02,Illiquid
2011-03-03,Illiquid
2011-03-04,Illiquid
2011-03-07,Illiquid
2011-03-08,Illiquid
2011-03-09,Illiquid
2011-03-10,Illiquid
2011-03-11,Illiquid
2011-03-14,Illiquid
2011-03-15,Illiquid
2011-03-16,Stable
2011-03-17,Stable
2011-03-18,Stable
2011-03-21,Illiquid
2011-03-22,Illiquid
2011-03-23,Illiquid
2011-03-24,Stable
2011-03-25,Stable
2011-03-28,Illiquid
2011-03-29,Illiquid
2011-03-30,Crisis
2011-03-31,Crisis
2011-04-01,Crisis
2011-04-04,Crisis
2011-04-05,Crisis
2011-04-06,Crisis
2011-04-07,Crisis
2011-04-08,Crisis
2011-04-11,Crisis
2011-04-12,Crisis
2011-04-13,Crisis
2011-04-14,Crisis
2011-04-15,Crisis
2011-04-18,Crisis
2011-04-19,Crisis
2011-04-20,Crisis
2011-04-21,Crisis
2011-04-25,Crisis
2011-04-26,Crisis
2011-04-27,Crisis
2011-04-28,Crisis
2011-04-29,Crisis
2011-05-02,Crisis
2011-05-03,Stable
2011-05-04,Stable
2011-05-05,Stable
2011-05-06,Stable
2011-05-09,Crisis
2011-05-10,Crisis
2011-05-11,Crisis
2011-05-12,Crisis
2011-05-13,Crisis
2011-05-16,Crisis
2011-05-17,Crisis
2011-05-18,Crisis
2011-05-19,Crisis
2011-05-20,Crisis
2011-05-23,Crisis
2011-05-24,Crisis
2011-05-25,Crisis
2011-05-26,Crisis
2011-05-27,Crisis
2011-05-31,Crisis
2011-06-01,Crisis
2011-06-02,Crisis
2011-06-03,Crisis
2011-06-06,RiskOn
2011-06-07,RiskOn
2011-06-08,RiskOn
2011-06-09,Fragile
2011-06-10,RiskOn
2011-06-13,RiskOn
2011-06-14,Fragile
2011-06-15,Volatile
2011-06-16,Volatile
2011-06-17,Volatile
2011-06-20,Fragile
2011-06-21,Fragile
2011-06-22,Fragile
2011-06-23,RiskOn
2011-06-24,Volatile
2011-06-27,Volatile
2011-06-28,Fragile
2011-06-29,Fragile
2011-06-30,Fragile
2011-07-01,Crisis
2011-07-05,Crisis
2011-07-06,Crisis
2011-07-07,Crisis
2011-07-08,Crisis
2011-07-11,Illiquid
2011-07-12,Volatile
2011-07-13,Volatile
2011-07-14,Volatile
2011-07-15,Volatile
2011-07-18,Volatile
2011-07-19,Volatile
2011-07-20,Volatile
2011-07-21,Fragile
2011-07-22,Fragile
2011-07-25,Volatile
2011-07-26,Volatile
2011-07-27,Volatile
2011-07-28,Volatile
2011-07-29,Volatile
2011-08-01,Volatile
2011-08-02,Volatile
2011-08-03,Volatile
2011-08-04,Volatile
2011-08-05,Volatile
2011-08-08,Volatile
2011-08-09,Volatile
2011-08-10,Volatile
2011-08-11,Volatile
2011-08-12,Volatile
2011-08-15,Fragile
2011-08-16,Fragile
2011-08-17,Illiquid
2011-08-18,Volatile
2011-08-19,Volatile
2011-08-22,Volatile
2011-08-23,Illiquid
2011-08-24,Illiquid
2011-08-25,Volatile
2011-08-26,Illiquid
2011-08-29,Stable
2011-08-30,Stable
2011-08-31,Stable
2011-09-01,Illiquid
2011-09-02,Illiquid
2011-09-06,Crisis
2011-09-07,Crisis
2011-09-08,Crisis
2011-09-09,Crisis
2011-09-12,Crisis
2011-09-13,Crisis
2011-09-14,Crisis
2011-09-15,Crisis
2011-09-16,Crisis
2011-09-19,Crisis
2011-09-20,Crisis
2011-09-21,Crisis
2011-09-22,Crisis
2011-09-23,Crisis
2011-09-26,Crisis
2011-09-27,Crisis
2011-09-28,Crisis
2011-09-29,Crisis
2011-09-30,Crisis
2011-10-03,Crisis
2011-10-04,Crisis
2011-10-05,Crisis
2011-10-06,Crisis
2011-10-07,Crisis
2011-10-10,Crisis
2011-10-11,Crisis
2011-10-12,Crisis
2011-10-13,Crisis
2011-10-14,Crisis
2011-10-17,Crisis
2011-10-18,Crisis
2011-10-19,Crisis
2011-10-20,Crisis
2011-10-21,Crisis
2011-10-24,Crisis
2011-10-25,Crisis
2011-10-26,Crisis
2011-10-27,Fragile
2011-10-28,Fragile
2011-10-31,Fragile
2011-11-01,Crisis
2011-11-02,Crisis
2011-11-03,Crisis
2011-11-04,Crisis
2011-11-07,Crisis
2011-11-08,Fragile
2011-11-09,Crisis
2011-11-10,Crisis
2011-11-11,Crisis
2011-11-14,Crisis
2011-11-15,Crisis
2011-11-16,Crisis
2011-11-17,Crisis
2011-11-18,Crisis
2011-11-21,Crisis
2011-11-22,Crisis
2011-11-23,Crisis
2011-11-25,Crisis
2011-11-28,Crisis
2011-11-29,Crisis
2011-11-30,Stable
2011-12-01,Stable
2011-12-02,Fragile
2011-12-05,Fragile
2011-12-06,Fragile
2011-12-07,Fragile
2011-12-08,Crisis
2011-12-09,Fragile
2011-12-12,RiskOn
2011-12-13,RiskOn
2011-12-14,RiskOn
2011-12-15,RiskOn
2011-12-16,RiskOn
2011-12-19,RiskOn
2011-12-20,Fragile
2011-12-21,Fragile
2011-12-22,Fragile
2011-12-23,Fragile
2011-12-27,Fragile
2011-12-28,Fragile
2011-12-29,Fragile
2011-12-30,Fragile
2012-01-03,Fragile
2012-01-04,Fragile
2012-01-05,Volatile
2012-01-06,Volatile
2012-01-09,Volatile
2012-01-10,Volatile
2012-01-11,Fragile
2012-01-12,Fragile
2012-01-13,Fragile
2012-01-17,Fragile
2012-01-18,Fragile
2012-01-19,Fragile
2012-01-20,Fragile
2012-01-23,Fragile
2012-01-24,Fragile
2012-01-25,Fragile
2012-01-26,Fragile
2012-01-27,Fragile
2012-01-30,Fragile
2012-01-31,Fragile
2012-02-01,Fragile
2012-02-02,Fragile
2012-02-03,Stable
2012-02-06,Fragile
2012-02-07,Fragile
2012-02-08,Fragile
2012-02-09,Illiquid
2012-02-10,Illiquid
2012-02-13,Illiquid
2012-02-14,Illiquid
2012-02-15,Illiquid
2012-02-16,Illiquid
2012-02-17,Stable
2012-02-21,Illiquid
2012-02-22,Illiquid
2012-02-23,Stable
2012-02-24,Stable
2012-02-27,Illiquid
2012-02-28,Illiquid
2012-02-29,Illiquid
2012-03-01,Illiquid
2012-03-02,Stable
2012-03-05,Illiquid
2012-03-06,Illiquid
2012-03-07,Illiquid
2012-03-08,Illiquid
2012-03-09,Crisis
2012-03-12,Crisis
2012-03-13,Crisis
2012-03-14,Crisis
2012-03-15,Crisis
2012-03-16,Crisis
2012-03-19,Crisis
2012-03-20,Crisis
2012-03-21,Crisis
2012-03-22,Crisis
2012-03-23,Crisis
2012-03-26,Crisis
2012-03-27,Crisis
2012-03-28,Crisis
2012-03-29,Crisis
2012-03-30,Crisis
2012-04-02,Crisis
2012-04-03,Crisis
2012-04-04,Crisis
2012-04-05,Crisis
2012-04-09,Illiquid
2012-04-10,Illiquid
2012-04-11,Illiquid
2012-04-12,Crisis
2012-04-13,RiskOn
2012-04-16,Illiquid
2012-04-17,RiskOn
2012-04-18,RiskOn
2012-04-19,RiskOn
2012-04-20,Crisis
2012-04-23,Crisis
2012-04-24,Crisis
2012-04-25,Crisis
2012-04-26,Crisis
2012-04-27,Crisis
2012-04-30,Crisis
2012-05-01,Crisis
2012-05-02,Crisis
2012-05-03,Crisis
2012-05-04,Crisis
2012-05-07,Crisis
2012-05-08,Crisis
2012-05-09,Illiquid
2012-05-10,Crisis
2012-05-11,Illiquid
2012-05-14,Illiquid
2012-05-15,Illiquid
2012-05-16,Illiquid
2012-05-17,Fragile
2012-05-18,Fragile
2012-05-21,Fragile
2012-05-22,Fragile
2012-05-23,Fragile
2012-05-24,Fragile
2012-05-25,Fragile
2012-05-29,Volatile
2012-05-30,Fragile
2012-05-31,Fragile
2012-06-01,Fragile
2012-06-04,Fragile
2012-06-05,Fragile
2012-06-06,Fragile
2012-06-07,Volatile
2012-06-08,Volatile
2012-06-11,Volatile
2012-06-12,Volatile
2012-06-13,Fragile
2012-06-14,Volatile
2012-06-15,Volatile
2012-06-18,Crisis
2012-06-19,Crisis
2012-06-20,Crisis
2012-06-21,Volatile
2012-06-22,Crisis
2012-06-25,Volatile
2012-06-26,Volatile
2012-06-27,Crisis
2012-06-28,Volatile
2012-06-29,Crisis
2012-07-02,Crisis
2012-07-03,Crisis
2012-07-05,Crisis
2012-07-06,Crisis
2012-07-09,Volatile
2012-07-10,Volatile
2012-07-11,Crisis
2012-07-12,Crisis
2012-07-13,Crisis
2012-07-16,Crisis
2012-07-17,Crisis
2012-07-18,Crisis
2012-07-19,Crisis
2012-07-20,Crisis
2012-07-23,Volatile
2012-07-24,Volatile
2012-07-25,Volatile
2012-07-26,Crisis
2012-07-27,Crisis
2012-07-30,Crisis
2012-07-31,Crisis
2012-08-01,Crisis
2012-08-02,Crisis
2012-08-03,Crisis
2012-08-06,Crisis
2012-08-07,Crisis
2012-08-08,Crisis
2012-08-09,Crisis
2012-08-10,Crisis
2012-08-13,Crisis
2012-08-14,Crisis
2012-08-15,Crisis
2012-08-16,Crisis
2012-08-17,Crisis
2012-08-20,Crisis
2012-08-21,Crisis
2012-08-22,Crisis
2012-08-23,Crisis
2012-08-24,Crisis
2012-08-27,Stable
2012-08-28,Stable
2012-08-29,Stable
2012-08-30,Stable
2012-08-31,Stable
2012-09-04,Stable
2012-09-05,Stable
2012-09-06,Stable
2012-09-07,Crisis
2012-09-10,Crisis
2012-09-11,Crisis
2012-09-12,Crisis
2012-09-13,Crisis
2012-09-14,Crisis
2012-09-17,Crisis
2012-09-18,Crisis
2012-09-19,Crisis
2012-09-20,Crisis
2012-09-21,Crisis
2012-09-24,Crisis
2012-09-25,Crisis
2012-09-26,Stable
2012-09-27,Crisis
2012-09-28,Crisis
2012-10-01,Stable
2012-10-02,Stable
2012-10-03,Crisis
2012-10-04,Crisis
2012-10-05,Crisis
2012-10-08,Crisis
2012-10-09,Stable
2012-10-10,Stable
2012-10-11,Stable
2012-10-12,Stable
2012-10-15,Stable
2012-10-16,Crisis
2012-10-17,Crisis
2012-10-18,Crisis
2012-10-19,Stable
2012-10-22,Fragile
2012-10-23,Fragile
2012-10-24,Fragile
2012-10-25,Fragile
2012-10-26,Fragile
2012-10-31,Fragile
2012-11-01,Fragile
2012-11-02,Fragile
2012-11-05,Fragile
2012-11-06,Fragile
2012-11-07,RiskOn
2012-11-08,RiskOn
2012-11-09,RiskOn
2012-11-12,RiskOn
2012-11-13,RiskOn
2012-11-14,RiskOn
2012-11-15,RiskOn
2012-11-16,RiskOn
2012-11-19,RiskOn
2012-11-20,Crisis
2012-11-21,Crisis
2012-11-23,Crisis
2012-11-26,Crisis
2012-11-27,Crisis
2012-11-28,Crisis
2012-11-29,Crisis
2012-11-30,Stable
2012-12-03,Illiquid
2012-12-04,RiskOn
2012-12-05,RiskOn
2012-12-06,RiskOn
2012-12-07,RiskOn
2012-12-10,RiskOn
2012-12-11,Crisis
2012-12-12,Crisis
2012-12-13,RiskOn
2012-12-14,RiskOn
2012-12-17,RiskOn
2012-12-18,Crisis
2012-12-19,Volatile
2012-12-20,Volatile
2012-12-21,Volatile
2012-12-24,Volatile
2012-12-26,Volatile
2012-12-27,Volatile
2012-12-28,Volatile
2012-12-31,Volatile
2013-01-02,Stable
2013-01-03,Crisis
2013-01-04,Crisis
2013-01-07,Crisis
2013-01-08,Crisis
2013-01-09,Crisis
2013-01-10,Crisis
2013-01-11,Crisis
2013-01-14,Crisis
2013-01-15,Crisis
2013-01-16,Crisis
2013-01-17,Crisis
2013-01-18,Crisis
2013-01-22,Crisis
2013-01-23,Crisis
2013-01-24,Crisis
2013-01-25,Crisis
2013-01-28,Crisis
2013-01-29,Crisis
2013-01-30,Stable
2013-01-31,Stable
2013-02-01,Stable
2013-02-04,Stable
2013-02-05,Stable
2013-02-06,Stable
2013-02-07,Stable
2013-02-08,Crisis
2013-02-11,Crisis
2013-02-12,Crisis
2013-02-13,Stable
2013-02-14,Crisis
2013-02-15,Crisis
2013-02-19,Crisis
2013-02-20,Stable
2013-02-21,Stable
2013-02-22,Stable
2013-02-25,Volatile
2013-02-26,Volatile
2013-02-27,RiskOn
2013-02-28,Volatile
2013-03-01,RiskOn
2013-03-04,Crisis
2013-03-05,Crisis
2013-03-06,Crisis
2013-03-07,Crisis
2013-03-08,Crisis
2013-03-11,Crisis
2013-03-12,Crisis
2013-03-13,Crisis
2013-03-14,Crisis
2013-03-15,Crisis
2013-03-18,RiskOn
2013-03-19,RiskOn
2013-03-20,Crisis
2013-03-21,Crisis
2013-03-22,Crisis
2013-03-25,Crisis
2013-03-26,Crisis
2013-03-27,Crisis
2013-03-28,Crisis
2013-04-01,Stable
2013-04-02,Crisis
2013-04-03,Stable
2013-04-04,Stable
2013-04-05,Stable
2013-04-08,Crisis
2013-04-09,Crisis
2013-04-10,Crisis
2013-04-11,Crisis
2013-04-12,Crisis
2013-04-15,Volatile
2013-04-16,Stable
2013-04-17,Volatile
2013-04-18,Volatile
2013-04-19,Fragile
2013-04-22,Fragile
2013-04-23,Stable
2013-04-24,Stable
2013-04-25,Stable
2013-04-26,Stable
2013-04-29,Illiquid
2013-04-30,Illiquid
2013-05-01,Illiquid
2013-05-02,Illiquid
2013-05-03,Illiquid
2013-05-06,Crisis
2013-05-07,Illiquid
2013-05-08,Illiquid
2013-05-09,RiskOn
2013-05-10,RiskOn
2013-05-13,RiskOn
2013-05-14,RiskOn
2013-05-15,RiskOn
2013-05-16,RiskOn
2013-05-17,RiskOn
2013-05-20,RiskOn
2013-05-21,RiskOn
2013-05-22,RiskOn
2013-05-23,RiskOn
2013-05-24,RiskOn
2013-05-28,RiskOn
2013-05-29,RiskOn
2013-05-30,RiskOn
2013-05-31,Volatile
2013-06-03,Volatile
2013-06-04,Volatile
2013-06-05,Volatile
2013-06-06,Volatile
2013-06-07,Volatile
2013-06-10,Volatile
2013-06-11,Volatile
2013-06-12,Volatile
2013-06-13,Volatile
2013-06-14,Volatile
2013-06-17,Volatile
2013-06-18,Volatile
2013-06-19,Volatile
2013-06-20,Volatile
2013-06-21,Volatile
2013-06-24,Volatile
2013-06-25,Volatile
2013-06-26,Volatile
2013-06-27,Volatile
2013-06-28,Volatile
2013-07-01,Volatile
2013-07-02,Volatile
2013-07-03,Volatile
2013-07-05,Illiquid
2013-07-08,Illiquid
2013-07-09,Illiquid
2013-07-10,Illiquid
2013-07-11,Illiquid
2013-07-12,Illiquid
2013-07-15,Illiquid
2013-07-16,Illiquid
2013-07-17,RiskOn
2013-07-18,RiskOn
2013-07-19,Crisis
2013-07-22,Crisis
2013-07-23,RiskOn
2013-07-24,RiskOn
2013-07-25,RiskOn
2013-07-26,Stable
2013-07-29,Stable
2013-07-30,Stable
2013-07-31,Stable
2013-08-01,Stable
2013-08-02,Crisis
2013-08-05,Stable
2013-08-06,Stable
2013-08-07,Stable
2013-08-08,Stable
2013-08-09,Stable
2013-08-12,Stable
2013-08-13,Stable
2013-08-14,Stable
2013-08-15,Volatile
2013-08-16,Volatile
2013-08-19,Volatile
2013-08-20,Volatile
2013-08-21,Volatile
2013-08-22,Volatile
2013-08-23,Crisis
2013-08-26,Volatile
2013-08-27,Volatile
2013-08-28,Volatile
2013-08-29,Volatile
2013-08-30,Volatile
2013-09-03,Volatile
2013-09-04,Volatile
2013-09-05,Volatile
2013-09-06,Volatile
2013-09-09,Volatile
2013-09-10,Volatile
2013-09-11,Stable
2013-09-12,Volatile
2013-09-13,Crisis
2013-09-16,Volatile
2013-09-17,Volatile
2013-09-18,Crisis
2013-09-19,Crisis
2013-09-20,Crisis
2013-09-23,Volatile
2013-09-24,Volatile
2013-09-25,Crisis
2013-09-26,Stable
2013-09-27,Volatile
2013-09-30,Volatile
2013-10-01,Volatile
2013-10-02,Volatile
2013-10-03,Volatile
2013-10-04,Volatile
2013-10-07,Volatile
2013-10-08,Volatile
2013-10-09,Volatile
2013-10-10,Volatile
2013-10-11,Volatile
2013-10-14,Volatile
2013-10-15,Volatile
2013-10-16,Fragile
2013-10-17,Stable
2013-10-18,Stable
2013-10-21,Stable
2013-10-22,Stable
2013-10-23,Stable
2013-10-24,Stable
2013-10-25,Stable
2013-10-28,Stable
2013-10-29,Stable
2013-10-30,Fragile
2013-10-31,Fragile
2013-11-01,Stable
2013-11-04,Fragile
2013-11-05,Fragile
2013-11-06,Fragile
2013-11-07,Fragile
2013-11-08,Fragile
2013-11-11,Fragile
2013-11-12,Fragile
2013-11-13,Fragile
2013-11-14,Stable
2013-11-15,Stable
2013-11-18,Fragile
2013-11-19,Fragile
2013-11-20,Fragile
2013-11-21,Stable
2013-11-22,Crisis
2013-11-25,Stable
2013-11-26,Stable
2013-11-27,Stable
2013-11-29,Illiquid
2013-12-02,Illiquid
2013-12-03,Illiquid
2013-12-04,Illiquid
2013-12-05,Volatile
2013-12-06,Illiquid
2013-12-09,Stable
2013-12-10,Illiquid
2013-12-11,Crisis
2013-12-12,Crisis
2013-12-13,Crisis
2013-12-16,Volatile
2013-12-17,Volatile
2013-12-18,Fragile
2013-12-19,Volatile
2013-12-20,Illiquid
2013-12-23,Stable
2013-12-24,Stable
2013-12-26,Crisis
2013-12-27,Stable
2013-12-30,RiskOn
2013-12-31,RiskOn
2014-01-02,Volatile
2014-01-03,Illiquid
2014-01-06,Crisis
2014-01-07,Crisis
2014-01-08,Stable
2014-01-09,Stable
2014-01-10,Crisis
2014-01-13,Stable
2014-01-14,Crisis
2014-01-15,Crisis
2014-01-16,Crisis
2014-01-17,Crisis
2014-01-21,Stable
2014-01-22,Stable
2014-01-23,Illiquid
2014-01-24,Crisis
2014-01-27,Volatile
2014-01-28,RiskOn
2014-01-29,RiskOn
2014-01-30,Volatile
2014-01-31,Volatile
2014-02-03,Volatile
2014-02-04,RiskOn
2014-02-05,Volatile
2014-02-06,RiskOn
2014-02-07,RiskOn
2014-02-10,RiskOn
2014-02-11,Illiquid
2014-02-12,Illiquid
2014-02-13,Illiquid
2014-02-14,Illiquid
2014-02-18,Illiquid
2014-02-19,Illiquid
2014-02-20,Illiquid
2014-02-21,Illiquid
2014-02-24,Illiquid
2014-02-25,Illiquid
2014-02-26,RiskOn
2014-02-27,RiskOn
2014-02-28,RiskOn
2014-03-03,Crisis
2014-03-04,Volatile
2014-03-05,Stable
2014-03-06,Illiquid
2014-03-07,Illiquid
2014-03-10,Illiquid
2014-03-11,Illiquid
2014-03-12,Illiquid
2014-03-13,Crisis
2014-03-14,Crisis
2014-03-17,Stable
2014-03-18,Illiquid
2014-03-19,Illiquid
2014-03-20,Illiquid
2014-03-21,Illiquid
2014-03-24,Illiquid
2014-03-25,Illiquid
2014-03-26,Illiquid
2014-03-27,RiskOn
2014-03-28,RiskOn
2014-03-31,RiskOn
2014-04-01,Crisis
2014-04-02,Stable
2014-04-03,Fragile
2014-04-04,RiskOn
2014-04-07,RiskOn
2014-04-08,RiskOn
2014-04-09,RiskOn
2014-04-10,Illiquid
2014-04-11,Crisis
2014-04-14,Illiquid
2014-04-15,Illiquid
2014-04-16,Illiquid
2014-04-17,Illiquid
2014-04-21,Illiquid
2014-04-22,Stable
2014-04-23,RiskOn
2014-04-24,RiskOn
2014-04-25,RiskOn
2014-04-28,RiskOn
2014-04-29,Illiquid
2014-04-30,RiskOn
2014-05-01,RiskOn
2014-05-02,Crisis
2014-05-05,RiskOn
2014-05-06,RiskOn
2014-05-07,RiskOn
2014-05-08,RiskOn
2014-05-09,RiskOn
2014-05-12,Crisis
2014-05-13,Crisis
2014-05-14,Crisis
2014-05-15,RiskOn
2014-05-16,Crisis
2014-05-19,Crisis
2014-05-20,RiskOn
2014-05-21,Crisis
2014-05-22,Crisis
2014-05-23,Crisis
2014-05-27,Crisis
2014-05-28,Crisis
2014-05-29,Crisis
2014-05-30,Crisis
2014-06-02,Crisis
2014-06-03,Crisis
2014-06-04,Crisis
2014-06-05,Crisis
2014-06-06,Crisis
2014-06-09,Crisis
2014-06-10,Crisis
2014-06-11,Crisis
2014-06-12,Fragile
2014-06-13,Crisis
2014-06-16,Stable
2014-06-17,Crisis
2014-06-18,Crisis
2014-06-19,Crisis
2014-06-20,Crisis
2014-06-23,Crisis
2014-06-24,Stable
2014-06-25,Crisis
2014-06-26,Crisis
2014-06-27,Crisis
2014-06-30,Stable
2014-07-01,Crisis
2014-07-02,Crisis
2014-07-03,Crisis
2014-07-07,Crisis
2014-07-08,Stable
2014-07-09,Crisis
2014-07-10,Stable
2014-07-11,Crisis
2014-07-14,Crisis
2014-07-15,Crisis
2014-07-16,Crisis
2014-07-17,Illiquid
2014-07-18,Crisis
2014-07-21,Fragile
2014-07-22,Crisis
2014-07-23,Crisis
2014-07-24,Crisis
2014-07-25,Crisis
2014-07-28,Crisis
2014-07-29,RiskOn
2014-07-30,RiskOn
2014-07-31,Volatile
2014-08-01,RiskOn
2014-08-04,RiskOn
2014-08-05,RiskOn
2014-08-06,RiskOn
2014-08-07,RiskOn
2014-08-08,RiskOn
2014-08-11,RiskOn
2014-08-12,RiskOn
2014-08-13,RiskOn
2014-08-14,RiskOn
2014-08-15,RiskOn
2014-08-18,Crisis
2014-08-19,Crisis
2014-08-20,Crisis
2014-08-21,Crisis
2014-08-22,Crisis
2014-08-25,Crisis
2014-08-26,Crisis
2014-08-27,Crisis
2014-08-28,Crisis
2014-08-29,Crisis
2014-09-02,Crisis
2014-09-03,Crisis
2014-09-04,Stable
2014-09-05,Crisis
2014-09-08,Stable
2014-09-09,Illiquid
2014-09-10,Illiquid
2014-09-11,Illiquid
2014-09-12,Illiquid
2014-09-15,Illiquid
2014-09-16,Illiquid
2014-09-17,Stable
2014-09-18,Stable
2014-09-19,Stable
2014-09-22,Illiquid
2014-09-23,Illiquid
2014-09-24,Illiquid
2014-09-25,RiskOn
2014-09-26,RiskOn
2014-09-29,RiskOn
2014-09-30,RiskOn
2014-10-01,RiskOn
2014-10-02,RiskOn
2014-10-03,RiskOn
2014-10-06,RiskOn
2014-10-07,RiskOn
2014-10-08,RiskOn
2014-10-09,Volatile
2014-10-10,Volatile
2014-10-13,Volatile
2014-10-14,Volatile
2014-10-15,Volatile
2014-10-16,Volatile
2014-10-17,Volatile
2014-10-20,RiskOn
2014-10-21,Fragile
2014-10-22,Illiquid
2014-10-23,Illiquid
2014-10-24,Illiquid
2014-10-27,Illiquid
2014-10-28,Illiquid
2014-10-29,Illiquid
2014-10-30,Illiquid
2014-10-31,Illiquid
2014-11-03,Stable
2014-11-04,Stable
2014-11-05,Stable
2014-11-06,Illiquid
2014-11-07,Stable
2014-11-10,Fragile
2014-11-11,Fragile
2014-11-12,Fragile
2014-11-13,Fragile
2014-11-14,Fragile
2014-11-17,Fragile
2014-11-18,Fragile
2014-11-19,Stable
2014-11-20,Illiquid
2014-11-21,Stable
2014-11-24,Stable
2014-11-25,Stable
2014-11-26,Stable
2014-11-28,Illiquid
2014-12-01,Stable
2014-12-02,Stable
2014-12-03,Stable
2014-12-04,Stable
2014-12-05,Stable
2014-12-08,Stable
2014-12-09,Stable
2014-12-10,Crisis
2014-12-11,Crisis
2014-12-12,Crisis
2014-12-15,Crisis
2014-12-16,Volatile
2014-12-17,Volatile
2014-12-18,Volatile
2014-12-19,Volatile
2014-12-22,Fragile
2014-12-23,Crisis
2014-12-24,RiskOn
2014-12-26,RiskOn
2014-12-29,Fragile
2014-12-30,Crisis
2014-12-31,Crisis
2015-01-02,Crisis
2015-01-05,Crisis
2015-01-06,Crisis
2015-01-07,Crisis
2015-01-08,Stable
2015-01-09,Stable
2015-01-12,Crisis
2015-01-13,Crisis
2015-01-14,Crisis
2015-01-15,Crisis
2015-01-16,Volatile
2015-01-20,Volatile
2015-01-21,Volatile
2015-01-22,Fragile
2015-01-23,Stable
2015-01-26,Stable
2015-01-27,Illiquid
2015-01-28,Crisis
2015-01-29,Stable
2015-01-30,Crisis
2015-02-02,Stable
2015-02-03,Stable
2015-02-04,Stable
2015-02-05,Stable
2015-02-06,Stable
2015-02-09,Crisis
2015-02-10,Crisis
2015-02-11,Crisis
2015-02-12,Stable
2015-02-13,Stable
2015-02-17,Stable
2015-02-18,Stable
2015-02-19,Fragile
2015-02-20,Fragile
2015-02-23,Fragile
2015-02-24,Fragile
2015-02-25,Fragile
2015-02-26,Fragile
2015-02-27,Fragile
2015-03-02,Fragile
2015-03-03,Fragile
2015-03-04,Fragile
2015-03-05,Fragile
2015-03-06,RiskOn
2015-03-09,Fragile
2015-03-10,RiskOn
2015-03-11,RiskOn
2015-03-12,RiskOn
2015-03-13,RiskOn
2015-03-16,RiskOn
2015-03-17,RiskOn
2015-03-18,RiskOn
2015-03-19,RiskOn
2015-03-20,Volatile
2015-03-23,Fragile
2015-03-24,Fragile
2015-03-25,RiskOn
2015-03-26,RiskOn
2015-03-27,RiskOn
2015-03-30,Illiquid
2015-03-31,Illiquid
2015-04-01,Illiquid
2015-04-02,Illiquid
2015-04-06,Illiquid
2015-04-07,Illiquid
2015-04-08,Illiquid
2015-04-09,RiskOn
2015-04-10,Fragile
2015-04-13,RiskOn
2015-04-14,RiskOn
2015-04-15,Volatile
2015-04-16,Volatile
2015-04-17,RiskOn
2015-04-20,RiskOn
2015-04-21,RiskOn
2015-04-22,Volatile
2015-04-23,Volatile
2015-04-24,Volatile
2015-04-27,Fragile
2015-04-28,Volatile
2015-04-29,Fragile
2015-04-30,RiskOn
2015-05-01,Volatile
2015-05-04,Volatile
2015-05-05,RiskOn
2015-05-06,RiskOn
2015-05-07,RiskOn
2015-05-08,Crisis
2015-05-11,RiskOn
2015-05-12,RiskOn
2015-05-13,RiskOn
2015-05-14,Crisis
2015-05-15,Crisis
2015-05-18,Volatile
2015-05-19,Volatile
2015-05-20,Volatile
2015-05-21,Crisis
2015-05-22,Crisis
2015-05-26,RiskOn
2015-05-27,Volatile
2015-05-28,Volatile
2015-05-29,RiskOn
2015-06-01,RiskOn
2015-06-02,Illiquid
2015-06-03,Illiquid
2015-06-04,Illiquid
2015-06-05,Illiquid
2015-06-08,RiskOn
2015-06-09,Illiquid
2015-06-10,Illiquid
2015-06-11,Crisis
2015-06-12,Illiquid
2015-06-15,Illiquid
2015-06-16,Illiquid
2015-06-17,Illiquid
2015-06-18,Crisis
2015-06-19,RiskOn
2015-06-22,Crisis
2015-06-23,Crisis
2015-06-24,RiskOn
2015-06-25,RiskOn
2015-06-26,RiskOn
2015-06-29,RiskOn
2015-06-30,RiskOn
2015-07-01,RiskOn
2015-07-02,RiskOn
2015-07-06,RiskOn
2015-07-07,RiskOn
2015-07-08,RiskOn
2015-07-09,RiskOn
2015-07-10,RiskOn
2015-07-13,RiskOn
2015-07-14,RiskOn
2015-07-15,RiskOn
2015-07-16,Crisis
2015-07-17,Crisis
2015-07-20,Crisis
2015-07-21,Volatile
2015-07-22,Volatile
2015-07-23,RiskOn
2015-07-24,RiskOn
2015-07-27,RiskOn
2015-07-28,RiskOn
2015-07-29,Crisis
2015-07-30,Crisis
2015-07-31,Crisis
2015-08-03,RiskOn
2015-08-04,RiskOn
2015-08-05,RiskOn
2015-08-06,RiskOn
2015-08-07,RiskOn
2015-08-10,Crisis
2015-08-11,RiskOn
2015-08-12,RiskOn
2015-08-13,RiskOn
2015-08-14,RiskOn
2015-08-17,RiskOn
2015-08-18,RiskOn
2015-08-19,RiskOn
2015-08-20,RiskOn
2015-08-21,Crisis
2015-08-24,Volatile
2015-08-25,RiskOn
2015-08-26,RiskOn
2015-08-27,Fragile
2015-08-28,Fragile
2015-08-31,RiskOn
2015-09-01,RiskOn
2015-09-02,RiskOn
2015-09-03,RiskOn
