Date,regime_pdrc
2006-08-15,RiskOn
2006-08-16,Fragile
2006-08-17,Fragile
2006-08-18,Fragile
2006-08-21,Fragile
2006-08-22,Fragile
2006-08-23,Fragile
2006-08-24,Fragile
2006-08-25,Fragile
2006-08-28,Fragile
2006-08-29,Fragile
2006-08-30,Fragile
2006-08-31,Fragile
2006-09-01,Fragile
2006-09-05,Fragile
2006-09-06,Fragile
2006-09-07,Fragile
2006-09-08,Fragile
2006-09-11,Illiquid
2006-09-12,Stable
2006-09-13,Crisis
2006-09-14,Fragile
2006-09-15,Fragile
2006-09-18,Fragile
2006-09-19,Fragile
2006-09-20,Stable
2006-09-21,Fragile
2006-09-22,Fragile
2006-09-25,Stable
2006-09-26,Stable
2006-09-27,Stable
2006-09-28,Illiquid
2006-09-29,Illiquid
2006-10-02,Illiquid
2006-10-03,Illiquid
2006-10-04,Illiquid
2006-10-05,Illiquid
2006-10-06,Illiquid
2006-10-09,Illiquid
2006-10-10,Illiquid
2006-10-11,Illiquid
2006-10-12,Illiquid
2006-10-13,Stable
2006-10-16,Illiquid
2006-10-17,Illiquid
2006-10-18,Illiquid
2006-10-19,Illiquid
2006-10-20,Stable
2006-10-23,Illiquid
2006-10-24,Illiquid
2006-10-25,Illiquid
2006-10-26,Illiquid
2006-10-27,Illiquid
2006-10-30,Illiquid
2006-10-31,Illiquid
2006-11-01,Illiquid
2006-11-02,Illiquid
2006-11-03,Stable
2006-11-06,Illiquid
2006-11-07,Illiquid
2006-11-08,Illiquid
2006-11-09,Illiquid
2006-11-10,Illiquid
2006-11-13,Illiquid
2006-11-14,Illiquid
2006-11-15,Crisis
2006-11-16,Crisis
2006-11-17,Crisis
2006-11-20,Crisis
2006-11-21,Crisis
2006-11-22,Crisis
2006-11-24,Illiquid
2006-11-27,Illiquid
2006-11-28,Illiquid
2006-11-29,Crisis
2006-11-30,Crisis
2006-12-01,Illiquid
2006-12-04,RiskOn
2006-12-05,RiskOn
2006-12-06,Illiquid
2006-12-07,Illiquid
2006-12-08,Illiquid
2006-12-11,Illiquid
2006-12-12,Crisis
2006-12-13,Crisis
2006-12-14,Crisis
2006-12-15,Crisis
2006-12-18,RiskOn
2006-12-19,Crisis
2006-12-20,Crisis
2006-12-21,Crisis
2006-12-22,RiskOn
2006-12-26,Illiquid
2006-12-27,Crisis
2006-12-28,Illiquid
2006-12-29,Illiquid
2007-01-03,Illiquid
2007-01-04,Illiquid
2007-01-05,Illiquid
2007-01-08,Illiquid
2007-01-09,Illiquid
2007-01-10,Illiquid
2007-01-11,Illiquid
2007-01-12,Crisis
2007-01-16,Crisis
2007-01-17,Crisis
2007-01-18,Illiquid
2007-01-19,Crisis
2007-01-22,Crisis
2007-01-23,Crisis
2007-01-24,Crisis
2007-01-25,RiskOn
2007-01-26,Crisis
2007-01-29,Illiquid
2007-01-30,Illiquid
2007-01-31,Crisis
2007-02-01,Crisis
2007-02-02,Crisis
2007-02-05,Crisis
2007-02-06,Illiquid
2007-02-07,Crisis
2007-02-08,Crisis
2007-02-09,Illiquid
2007-02-12,Illiquid
2007-02-13,Crisis
2007-02-14,Crisis
2007-02-15,Crisis
2007-02-16,Crisis
2007-02-20,Crisis
2007-02-21,Crisis
2007-02-22,Crisis
2007-02-23,Illiquid
2007-02-26,Illiquid
2007-02-27,Crisis
2007-02-28,Volatile
2007-03-01,Volatile
2007-03-02,Volatile
2007-03-05,Volatile
2007-03-06,Fragile
2007-03-07,Fragile
2007-03-08,Fragile
2007-03-09,Fragile
2007-03-12,Fragile
2007-03-13,Volatile
2007-03-14,Volatile
2007-03-15,Volatile
2007-03-16,Volatile
2007-03-19,Fragile
2007-03-20,Fragile
2007-03-21,Fragile
2007-03-22,Illiquid
2007-03-23,Illiquid
2007-03-26,Illiquid
2007-03-27,Stable
2007-03-28,Crisis
2007-03-29,Crisis
2007-03-30,Volatile
2007-04-02,Volatile
2007-04-03,RiskOn
2007-04-04,RiskOn
2007-04-05,RiskOn
2007-04-09,RiskOn
2007-04-10,RiskOn
2007-04-11,Crisis
2007-04-12,Illiquid
2007-04-13,Illiquid
2007-04-16,RiskOn
2007-04-17,RiskOn
2007-04-18,RiskOn
2007-04-19,Illiquid
2007-04-20,Illiquid
2007-04-23,Illiquid
2007-04-24,Illiquid
2007-04-25,Illiquid
2007-04-26,Illiquid
2007-04-27,Illiquid
2007-04-30,Illiquid
2007-05-01,Illiquid
2007-05-02,Illiquid
2007-05-03,Illiquid
2007-05-04,Illiquid
2007-05-07,Illiquid
2007-05-08,Illiquid
2007-05-09,Illiquid
2007-05-10,Illiquid
2007-05-11,RiskOn
2007-05-14,Illiquid
2007-05-15,Illiquid
2007-05-16,Illiquid
2007-05-17,Illiquid
2007-05-18,RiskOn
2007-05-21,Illiquid
2007-05-22,Illiquid
2007-05-23,Illiquid
2007-05-24,Illiquid
2007-05-25,Illiquid
2007-05-29,Illiquid
2007-05-30,Illiquid
2007-05-31,Illiquid
2007-06-01,Illiquid
2007-06-04,Illiquid
2007-06-05,Illiquid
2007-06-06,Crisis
2007-06-07,Crisis
2007-06-08,Crisis
2007-06-11,Crisis
2007-06-12,Volatile
2007-06-13,Volatile
2007-06-14,RiskOn
2007-06-15,RiskOn
2007-06-18,RiskOn
2007-06-19,RiskOn
2007-06-20,Crisis
2007-06-21,Crisis
2007-06-22,Crisis
2007-06-25,Crisis
2007-06-26,Volatile
2007-06-27,Volatile
2007-06-28,Volatile
2007-06-29,Volatile
2007-07-02,Volatile
2007-07-03,Crisis
2007-07-05,Crisis
2007-07-06,Crisis
2007-07-09,Crisis
2007-07-10,Crisis
2007-07-11,Crisis
2007-07-12,Crisis
2007-07-13,Volatile
2007-07-16,Volatile
2007-07-17,Crisis
2007-07-18,Crisis
2007-07-19,Crisis
2007-07-20,Crisis
2007-07-23,Crisis
2007-07-24,Crisis
2007-07-25,Volatile
2007-07-26,Volatile
2007-07-27,Volatile
2007-07-30,Volatile
2007-07-31,Volatile
2007-08-01,Volatile
2007-08-02,Volatile
2007-08-03,Volatile
2007-08-06,Volatile
2007-08-07,Volatile
2007-08-08,Volatile
2007-08-09,Volatile
2007-08-10,Volatile
2007-08-13,Volatile
2007-08-14,Volatile
2007-08-15,Volatile
2007-08-16,Volatile
2007-08-17,Volatile
2007-08-20,Volatile
2007-08-21,Volatile
2007-08-22,Stable
2007-08-23,Illiquid
2007-08-24,Stable
2007-08-27,Crisis
2007-08-28,Crisis
2007-08-29,Stable
2007-08-30,Illiquid
2007-08-31,Stable
2007-09-04,Stable
2007-09-05,Stable
2007-09-06,Stable
2007-09-07,Illiquid
2007-09-10,Crisis
2007-09-11,Stable
2007-09-12,Stable
2007-09-13,Stable
2007-09-14,Crisis
2007-09-17,Crisis
2007-09-18,Stable
2007-09-19,Stable
2007-09-20,Stable
2007-09-21,Stable
2007-09-24,Stable
2007-09-25,Stable
2007-09-26,Stable
2007-09-27,Stable
2007-09-28,Fragile
2007-10-01,Fragile
2007-10-02,Fragile
2007-10-03,Fragile
2007-10-04,Fragile
2007-10-05,Fragile
2007-10-08,Fragile
2007-10-09,Fragile
2007-10-10,Fragile
2007-10-11,Fragile
2007-10-12,Fragile
2007-10-15,Fragile
2007-10-16,Fragile
2007-10-17,Fragile
2007-10-18,Fragile
2007-10-19,Crisis
2007-10-22,RiskOn
2007-10-23,RiskOn
2007-10-24,Crisis
2007-10-25,Crisis
2007-10-26,Crisis
2007-10-29,Crisis
2007-10-30,Crisis
2007-10-31,Fragile
2007-11-01,Crisis
2007-11-02,Crisis
2007-11-05,Crisis
2007-11-06,Crisis
2007-11-07,Crisis
2007-11-08,Crisis
2007-11-09,Crisis
2007-11-12,RiskOn
2007-11-13,RiskOn
2007-11-14,RiskOn
2007-11-15,RiskOn
2007-11-16,Illiquid
2007-11-19,RiskOn
2007-11-20,RiskOn
2007-11-21,RiskOn
2007-11-23,Illiquid
2007-11-26,Illiquid
2007-11-27,Illiquid
2007-11-28,Illiquid
2007-11-29,Illiquid
2007-11-30,Illiquid
2007-12-03,Illiquid
2007-12-04,Illiquid
2007-12-05,Stable
2007-12-06,Stable
2007-12-07,Stable
2007-12-10,Stable
2007-12-11,Illiquid
2007-12-12,Stable
2007-12-13,Stable
2007-12-14,Illiquid
2007-12-17,Illiquid
2007-12-18,Illiquid
2007-12-19,Illiquid
2007-12-20,Illiquid
2007-12-21,Illiquid
2007-12-24,Illiquid
2007-12-26,RiskOn
2007-12-27,RiskOn
2007-12-28,RiskOn
2007-12-31,RiskOn
2008-01-02,RiskOn
2008-01-03,RiskOn
2008-01-04,RiskOn
2008-01-07,RiskOn
2008-01-08,RiskOn
2008-01-09,Illiquid
2008-01-10,Illiquid
2008-01-11,RiskOn
2008-01-14,RiskOn
2008-01-15,RiskOn
2008-01-16,RiskOn
2008-01-17,RiskOn
2008-01-18,RiskOn
2008-01-22,RiskOn
2008-01-23,Illiquid
2008-01-24,RiskOn
2008-01-25,RiskOn
2008-01-28,Illiquid
2008-01-29,RiskOn
2008-01-30,RiskOn
2008-01-31,Illiquid
2008-02-01,Illiquid
2008-02-04,Illiquid
2008-02-05,Illiquid
2008-02-06,Illiquid
2008-02-07,Illiquid
2008-02-08,Illiquid
2008-02-11,Illiquid
2008-02-12,Illiquid
2008-02-13,Illiquid
2008-02-14,Illiquid
2008-02-15,RiskOn
2008-02-19,RiskOn
2008-02-20,RiskOn
2008-02-21,RiskOn
2008-02-22,RiskOn
2008-02-25,RiskOn
2008-02-26,RiskOn
2008-02-27,RiskOn
2008-02-28,RiskOn
2008-02-29,RiskOn
2008-03-03,RiskOn
2008-03-04,RiskOn
2008-03-05,RiskOn
2008-03-06,RiskOn
2008-03-07,RiskOn
2008-03-10,RiskOn
2008-03-11,RiskOn
2008-03-12,RiskOn
2008-03-13,RiskOn
2008-03-14,RiskOn
2008-03-17,RiskOn
2008-03-18,RiskOn
2008-03-19,Illiquid
2008-03-20,Illiquid
2008-03-24,Illiquid
2008-03-25,Illiquid
2008-03-26,Illiquid
2008-03-27,Illiquid
2008-03-28,Illiquid
2008-03-31,Illiquid
2008-04-01,Illiquid
2008-04-02,Illiquid
2008-04-03,Volatile
2008-04-04,Volatile
2008-04-07,Volatile
2008-04-08,Volatile
2008-04-09,Volatile
2008-04-10,Volatile
2008-04-11,RiskOn
2008-04-14,RiskOn
2008-04-15,Volatile
2008-04-16,Volatile
2008-04-17,Volatile
2008-04-18,Volatile
2008-04-21,Volatile
2008-04-22,Volatile
2008-04-23,Volatile
2008-04-24,Volatile
2008-04-25,Volatile
2008-04-28,Volatile
2008-04-29,Volatile
2008-04-30,Volatile
2008-05-01,Volatile
2008-05-02,Volatile
2008-05-05,Volatile
2008-05-06,Volatile
2008-05-07,Volatile
2008-05-08,Volatile
2008-05-09,Volatile
2008-05-12,Volatile
2008-05-13,Volatile
2008-05-14,Volatile
2008-05-15,Volatile
2008-05-16,Volatile
2008-05-19,Volatile
2008-05-20,Volatile
2008-05-21,Volatile
2008-05-22,Volatile
2008-05-23,Volatile
2008-05-27,Volatile
2008-05-28,Volatile
2008-05-29,Volatile
2008-05-30,Volatile
2008-06-02,Volatile
2008-06-03,Volatile
2008-06-04,Volatile
2008-06-05,Volatile
2008-06-06,Illiquid
2008-06-09,Illiquid
2008-06-10,Illiquid
2008-06-11,Illiquid
2008-06-12,Illiquid
2008-06-13,Volatile
2008-06-16,Volatile
2008-06-17,Illiquid
2008-06-18,Illiquid
2008-06-19,Illiquid
2008-06-20,Illiquid
2008-06-23,Illiquid
2008-06-24,Illiquid
2008-06-25,Illiquid
2008-06-26,Illiquid
2008-06-27,Illiquid
2008-06-30,Illiquid
2008-07-01,Illiquid
2008-07-02,RiskOn
2008-07-03,RiskOn
2008-07-07,Illiquid
2008-07-08,Illiquid
2008-07-09,RiskOn
2008-07-10,RiskOn
2008-07-11,Illiquid
2008-07-14,RiskOn
2008-07-15,RiskOn
2008-07-16,RiskOn
2008-07-17,RiskOn
2008-07-18,Illiquid
2008-07-21,Illiquid
2008-07-22,Illiquid
2008-07-23,Illiquid
2008-07-24,Illiquid
2008-07-25,Illiquid
2008-07-28,Illiquid
2008-07-29,Illiquid
2008-07-30,Crisis
2008-07-31,Illiquid
2008-08-01,Illiquid
2008-08-04,Illiquid
2008-08-05,Illiquid
2008-08-06,Crisis
2008-08-07,Illiquid
2008-08-08,Illiquid
2008-08-11,Crisis
2008-08-12,Illiquid
2008-08-13,Illiquid
2008-08-14,Volatile
2008-08-15,Crisis
2008-08-18,Illiquid
2008-08-19,Illiquid
2008-08-20,Illiquid
2008-08-21,Stable
2008-08-22,Crisis
2008-08-25,Illiquid
2008-08-26,Illiquid
2008-08-27,Volatile
2008-08-28,Crisis
2008-08-29,Illiquid
2008-09-02,Illiquid
2008-09-03,Illiquid
2008-09-04,RiskOn
2008-09-05,RiskOn
2008-09-08,Volatile
2008-09-09,RiskOn
2008-09-10,RiskOn
2008-09-11,RiskOn
2008-09-12,Crisis
2008-09-15,Crisis
2008-09-16,Crisis
2008-09-17,RiskOn
2008-09-18,Fragile
2008-09-19,Fragile
2008-09-22,Fragile
2008-09-23,Fragile
2008-09-24,Fragile
2008-09-25,Fragile
2008-09-26,Fragile
2008-09-29,Fragile
2008-09-30,Fragile
2008-10-01,Fragile
2008-10-02,Fragile
2008-10-03,Fragile
2008-10-06,Fragile
2008-10-07,RiskOn
2008-10-08,RiskOn
2008-10-09,RiskOn
2008-10-10,RiskOn
2008-10-13,Fragile
2008-10-14,Fragile
2008-10-15,RiskOn
2008-10-16,Volatile
2008-10-17,Volatile
2008-10-20,Illiquid
2008-10-21,Illiquid
2008-10-22,Illiquid
2008-10-23,Illiquid
2008-10-24,Illiquid
2008-10-27,Illiquid
2008-10-28,Illiquid
2008-10-29,Illiquid
2008-10-30,Illiquid
2008-10-31,Stable
2008-11-03,Stable
2008-11-04,Stable
2008-11-05,Illiquid
2008-11-06,Illiquid
2008-11-07,Illiquid
2008-11-10,Illiquid
2008-11-11,Illiquid
2008-11-12,Illiquid
2008-11-13,Illiquid
2008-11-14,Crisis
2008-11-17,Illiquid
2008-11-18,Crisis
2008-11-19,Illiquid
2008-11-20,Illiquid
2008-11-21,Illiquid
2008-11-24,Illiquid
2008-11-25,Illiquid
2008-11-26,Illiquid
2008-11-28,Crisis
2008-12-01,Crisis
2008-12-02,Illiquid
2008-12-03,Illiquid
2008-12-04,Crisis
2008-12-05,Crisis
2008-12-08,Crisis
2008-12-09,Crisis
2008-12-10,Stable
2008-12-11,Illiquid
2008-12-12,Illiquid
2008-12-15,Crisis
2008-12-16,Stable
2008-12-17,Stable
2008-12-18,Illiquid
2008-12-19,Illiquid
2008-12-22,RiskOn
2008-12-23,RiskOn
2008-12-24,RiskOn
2008-12-26,RiskOn
2008-12-29,RiskOn
2008-12-30,RiskOn
2008-12-31,RiskOn
2009-01-02,RiskOn
2009-01-05,RiskOn
2009-01-06,RiskOn
2009-01-07,RiskOn
2009-01-08,RiskOn
2009-01-09,RiskOn
2009-01-12,RiskOn
2009-01-13,RiskOn
2009-01-14,RiskOn
2009-01-15,RiskOn
2009-01-16,RiskOn
2009-01-20,RiskOn
2009-01-21,RiskOn
2009-01-22,RiskOn
2009-01-23,RiskOn
2009-01-26,RiskOn
2009-01-27,RiskOn
2009-01-28,RiskOn
2009-01-29,RiskOn
2009-01-30,RiskOn
2009-02-02,RiskOn
2009-02-03,RiskOn
2009-02-04,RiskOn
2009-02-05,RiskOn
2009-02-06,RiskOn
2009-02-09,RiskOn
2009-02-10,RiskOn
2009-02-11,RiskOn
2009-02-12,RiskOn
2009-02-13,RiskOn
2009-02-17,RiskOn
2009-02-18,RiskOn
2009-02-19,RiskOn
2009-02-20,RiskOn
2009-02-23,Crisis
2009-02-24,RiskOn
2009-02-25,RiskOn
2009-02-26,RiskOn
2009-02-27,RiskOn
2009-03-02,RiskOn
2009-03-03,RiskOn
2009-03-04,RiskOn
2009-03-05,RiskOn
2009-03-06,RiskOn
2009-03-09,RiskOn
2009-03-10,RiskOn
2009-03-11,RiskOn
2009-03-12,RiskOn
2009-03-13,RiskOn
2009-03-16,RiskOn
2009-03-17,RiskOn
2009-03-18,RiskOn
2009-03-19,Crisis
2009-03-20,Crisis
2009-03-23,Crisis
2009-03-24,Crisis
2009-03-25,Crisis
2009-03-26,Crisis
2009-03-27,Crisis
2009-03-30,Crisis
2009-03-31,Crisis
2009-04-01,Crisis
2009-04-02,Volatile
2009-04-03,Volatile
2009-04-06,Volatile
2009-04-07,Volatile
2009-04-08,Volatile
2009-04-09,Volatile
2009-04-13,Volatile
2009-04-14,Volatile
2009-04-15,Volatile
2009-04-16,Volatile
2009-04-17,Volatile
2009-04-20,Volatile
2009-04-21,Volatile
2009-04-22,Volatile
2009-04-23,Volatile
2009-04-24,Volatile
2009-04-27,Volatile
2009-04-28,Volatile
2009-04-29,Volatile
2009-04-30,Volatile
2009-05-01,Volatile
2009-05-04,RiskOn
2009-05-05,RiskOn
2009-05-06,RiskOn
2009-05-07,RiskOn
2009-05-08,RiskOn
2009-05-11,RiskOn
2009-05-12,RiskOn
2009-05-13,RiskOn
2009-05-14,RiskOn
2009-05-15,RiskOn
2009-05-18,RiskOn
2009-05-19,RiskOn
2009-05-20,RiskOn
2009-05-21,RiskOn
2009-05-22,RiskOn
2009-05-26,RiskOn
2009-05-27,RiskOn
2009-05-28,RiskOn
2009-05-29,RiskOn
2009-06-01,RiskOn
2009-06-02,RiskOn
2009-06-03,RiskOn
2009-06-04,RiskOn
2009-06-05,RiskOn
2009-06-08,RiskOn
2009-06-09,RiskOn
2009-06-10,RiskOn
2009-06-11,RiskOn
2009-06-12,RiskOn
2009-06-15,RiskOn
2009-06-16,RiskOn
2009-06-17,Illiquid
2009-06-18,Illiquid
2009-06-19,Illiquid
2009-06-22,Illiquid
2009-06-23,Illiquid
2009-06-24,Illiquid
2009-06-25,Illiquid
2009-06-26,Illiquid
2009-06-29,Illiquid
2009-06-30,Illiquid
2009-07-01,Illiquid
2009-07-02,Illiquid
2009-07-06,Illiquid
2009-07-07,Illiquid
2009-07-08,Illiquid
2009-07-09,Illiquid
2009-07-10,Illiquid
2009-07-13,Illiquid
2009-07-14,Crisis
2009-07-15,RiskOn
2009-07-16,RiskOn
2009-07-17,RiskOn
2009-07-20,RiskOn
2009-07-21,RiskOn
2009-07-22,RiskOn
2009-07-23,RiskOn
2009-07-24,RiskOn
2009-07-27,RiskOn
2009-07-28,RiskOn
2009-07-29,RiskOn
2009-07-30,RiskOn
2009-07-31,Illiquid
2009-08-03,Illiquid
2009-08-04,Illiquid
2009-08-05,Illiquid
2009-08-06,Illiquid
2009-08-07,Illiquid
2009-08-10,Illiquid
2009-08-11,Illiquid
2009-08-12,Illiquid
2009-08-13,Illiquid
2009-08-14,Illiquid
2009-08-17,Illiquid
2009-08-18,Illiquid
2009-08-19,Illiquid
2009-08-20,Illiquid
2009-08-21,Illiquid
2009-08-24,Illiquid
2009-08-25,Crisis
2009-08-26,Crisis
2009-08-27,Crisis
2009-08-28,Crisis
2009-08-31,Illiquid
2009-09-01,Illiquid
2009-09-02,Illiquid
2009-09-03,Illiquid
2009-09-04,Crisis
2009-09-08,Crisis
2009-09-09,Crisis
2009-09-10,Crisis
2009-09-11,Crisis
2009-09-14,Crisis
2009-09-15,Crisis
2009-09-16,Crisis
2009-09-17,Crisis
2009-09-18,Crisis
2009-09-21,Crisis
2009-09-22,Crisis
2009-09-23,Crisis
2009-09-24,Crisis
2009-09-25,Crisis
2009-09-28,Crisis
2009-09-29,Crisis
2009-09-30,Crisis
2009-10-01,Illiquid
2009-10-02,Illiquid
2009-10-05,Crisis
2009-10-06,Crisis
2009-10-07,Crisis
2009-10-08,Crisis
2009-10-09,Crisis
2009-10-12,Crisis
2009-10-13,Crisis
2009-10-14,Crisis
2009-10-15,Crisis
2009-10-16,Crisis
2009-10-19,Crisis
2009-10-20,Crisis
2009-10-21,Crisis
2009-10-22,Crisis
2009-10-23,Crisis
2009-10-26,Crisis
2009-10-27,Crisis
2009-10-28,Illiquid
2009-10-29,Crisis
2009-10-30,RiskOn
2009-11-02,RiskOn
2009-11-03,RiskOn
2009-11-04,RiskOn
2009-11-05,RiskOn
2009-11-06,RiskOn
2009-11-09,Crisis
2009-11-10,Crisis
2009-11-11,Crisis
2009-11-12,Crisis
2009-11-13,Crisis
2009-11-16,Crisis
2009-11-17,Crisis
2009-11-18,Crisis
2009-11-19,Crisis
2009-11-20,Crisis
2009-11-23,Crisis
2009-11-24,Crisis
2009-11-25,Crisis
2009-11-27,Crisis
2009-11-30,Crisis
2009-12-01,Crisis
2009-12-02,Crisis
2009-12-03,Crisis
2009-12-04,Crisis
2009-12-07,Crisis
2009-12-08,Crisis
2009-12-09,Crisis
2009-12-10,Crisis
2009-12-11,Crisis
2009-12-14,Crisis
2009-12-15,Crisis
2009-12-16,Crisis
2009-12-17,Crisis
2009-12-18,Crisis
2009-12-21,Crisis
2009-12-22,Crisis
2009-12-23,Crisis
2009-12-24,Crisis
2009-12-28,Crisis
2009-12-29,Stable
2009-12-30,Stable
2009-12-31,Stable
2010-01-04,Crisis
2010-01-05,Crisis
2010-01-06,Crisis
2010-01-07,Crisis
2010-01-08,Crisis
2010-01-11,Crisis
2010-01-12,Crisis
2010-01-13,Crisis
2010-01-14,Crisis
2010-01-15,Stable
2010-01-19,Crisis
2010-01-20,Crisis
2010-01-21,Stable
2010-01-22,Illiquid
2010-01-25,Fragile
2010-01-26,Fragile
2010-01-27,Fragile
2010-01-28,Fragile
2010-01-29,Fragile
2010-02-01,Fragile
2010-02-02,Fragile
2010-02-03,Fragile
2010-02-04,Fragile
2010-02-05,Fragile
2010-02-08,Fragile
2010-02-09,Fragile
2010-02-10,Fragile
2010-02-11,Fragile
2010-02-12,Fragile
2010-02-16,Fragile
2010-02-17,Fragile
2010-02-18,Fragile
2010-02-19,Crisis
2010-02-22,Crisis
2010-02-23,Crisis
2010-02-24,Crisis
2010-02-25,Crisis
2010-02-26,Crisis
2010-03-01,Crisis
2010-03-02,Crisis
2010-03-03,Crisis
2010-03-04,Crisis
2010-03-05,Crisis
2010-03-08,Crisis
2010-03-09,Stable
2010-03-10,Stable
2010-03-11,Stable
2010-03-12,Stable
2010-03-15,Stable
2010-03-16,Stable
2010-03-17,Stable
2010-03-18,Stable
2010-03-19,Stable
2010-03-22,Stable
2010-03-23,Stable
2010-03-24,Stable
2010-03-25,Stable
2010-03-26,Stable
2010-03-29,Stable
2010-03-30,Stable
2010-03-31,Stable
2010-04-01,Stable
2010-04-05,Stable
2010-04-06,Stable
2010-04-07,Stable
2010-04-08,Stable
2010-04-09,Stable
2010-04-12,Stable
2010-04-13,Stable
2010-04-14,Stable
2010-04-15,Stable
2010-04-16,Stable
2010-04-19,Stable
2010-04-20,Stable
2010-04-21,Stable
2010-04-22,Stable
2010-04-23,Stable
2010-04-26,Stable
2010-04-27,Volatile
2010-04-28,Volatile
2010-04-29,Stable
2010-04-30,Volatile
2010-05-03,Volatile
2010-05-04,Volatile
2010-05-05,Volatile
2010-05-06,Volatile
2010-05-07,Volatile
2010-05-10,Volatile
2010-05-11,Volatile
2010-05-12,Volatile
2010-05-13,Volatile
2010-05-14,Volatile
2010-05-17,Volatile
2010-05-18,Volatile
2010-05-19,Volatile
2010-05-20,Volatile
2010-05-21,Volatile
2010-05-24,Volatile
2010-05-25,Volatile
2010-05-26,Volatile
2010-05-27,Volatile
2010-05-28,Volatile
2010-06-01,Volatile
2010-06-02,Volatile
2010-06-03,Volatile
2010-06-04,Volatile
2010-06-07,Volatile
2010-06-08,Volatile
2010-06-09,Volatile
2010-06-10,Illiquid
2010-06-11,Illiquid
2010-06-14,Illiquid
2010-06-15,Illiquid
2010-06-16,Illiquid
2010-06-17,Illiquid
2010-06-18,Illiquid
2010-06-21,Illiquid
2010-06-22,Illiquid
2010-06-23,Illiquid
2010-06-24,Illiquid
2010-06-25,Illiquid
2010-06-28,RiskOn
2010-06-29,Crisis
2010-06-30,RiskOn
2010-07-01,RiskOn
2010-07-02,RiskOn
2010-07-06,RiskOn
2010-07-07,RiskOn
2010-07-08,RiskOn
2010-07-09,RiskOn
2010-07-12,RiskOn
2010-07-13,RiskOn
2010-07-14,RiskOn
2010-07-15,RiskOn
2010-07-16,RiskOn
2010-07-19,RiskOn
2010-07-20,RiskOn
2010-07-21,RiskOn
2010-07-22,Illiquid
2010-07-23,Illiquid
2010-07-26,Illiquid
2010-07-27,RiskOn
2010-07-28,Illiquid
2010-07-29,RiskOn
2010-07-30,RiskOn
2010-08-02,RiskOn
2010-08-03,RiskOn
2010-08-04,RiskOn
2010-08-05,RiskOn
2010-08-06,RiskOn
2010-08-09,RiskOn
2010-08-10,RiskOn
2010-08-11,RiskOn
2010-08-12,RiskOn
2010-08-13,RiskOn
2010-08-16,RiskOn
2010-08-17,RiskOn
2010-08-18,RiskOn
2010-08-19,RiskOn
2010-08-20,RiskOn
2010-08-23,RiskOn
2010-08-24,RiskOn
2010-08-25,RiskOn
2010-08-26,RiskOn
2010-08-27,RiskOn
2010-08-30,Illiquid
2010-08-31,RiskOn
2010-09-01,Illiquid
2010-09-02,Illiquid
2010-09-03,Illiquid
2010-09-07,Illiquid
2010-09-08,Illiquid
2010-09-09,Illiquid
2010-09-10,Illiquid
2010-09-13,Illiquid
2010-09-14,Illiquid
2010-09-15,Illiquid
2010-09-16,Illiquid
2010-09-17,Illiquid
2010-09-20,Illiquid
2010-09-21,Illiquid
2010-09-22,Illiquid
2010-09-23,Illiquid
2010-09-24,Illiquid
2010-09-27,Illiquid
2010-09-28,Illiquid
2010-09-29,Illiquid
2010-09-30,Illiquid
2010-10-01,RiskOn
2010-10-04,RiskOn
2010-10-05,RiskOn
2010-10-06,RiskOn
2010-10-07,Illiquid
2010-10-08,Stable
2010-10-11,Stable
2010-10-12,Stable
2010-10-13,Stable
2010-10-14,Stable
2010-10-15,Stable
2010-10-18,Stable
2010-10-19,Fragile
2010-10-20,Stable
2010-10-21,Stable
2010-10-22,Stable
2010-10-25,Stable
2010-10-26,Stable
2010-10-27,Stable
2010-10-28,Stable
2010-10-29,Stable
2010-11-01,Stable
2010-11-02,Stable
2010-11-03,Stable
2010-11-04,Stable
2010-11-05,Stable
2010-11-08,Stable
2010-11-09,Stable
2010-11-10,Stable
2010-11-11,Stable
2010-11-12,Stable
2010-11-15,Stable
2010-11-16,Illiquid
2010-11-17,Illiquid
2010-11-18,Stable
2010-11-19,Stable
2010-11-22,Stable
2010-11-23,Stable
2010-11-24,Stable
2010-11-26,Volatile
2010-11-29,Crisis
2010-11-30,Volatile
2010-12-01,Illiquid
2010-12-02,Crisis
2010-12-03,Crisis
2010-12-06,Crisis
2010-12-07,Crisis
2010-12-08,Crisis
2010-12-09,Crisis
2010-12-10,Crisis
2010-12-13,Crisis
2010-12-14,Crisis
2010-12-15,Crisis
2010-12-16,Crisis
2010-12-17,Crisis
2010-12-20,Crisis
2010-12-21,Crisis
2010-12-22,Crisis
2010-12-23,Crisis
2010-12-27,Stable
2010-12-28,Stable
2010-12-29,Stable
2010-12-30,Stable
2010-12-31,Stable
2011-01-03,Stable
2011-01-04,Stable
2011-01-05,Stable
2011-01-06,Stable
2011-01-07,Stable
2011-01-10,Stable
2011-01-11,Stable
2011-01-12,Crisis
2011-01-13,Stable
2011-01-14,Crisis
2011-01-18,Crisis
2011-01-19,Stable
2011-01-20,Illiquid
2011-01-21,Illiquid
2011-01-24,Illiquid
2011-01-25,Illiquid
2011-01-26,Stable
2011-01-27,Crisis
2011-01-28,Illiquid
2011-01-31,Illiquid
2011-02-01,Illiquid
2011-02-02,Illiquid
2011-02-03,Crisis
2011-02-04,Crisis
2011-02-07,Crisis
2011-02-08,Crisis
