Date,Theta_S,Theta_C,Theta_R,Theta_P,Theta_T
2002-01-04,-1.1874230058436972,1.3326325478035213,1.3439498110953731,1.8461306669276343,-1.0383941676951451
2002-01-07,-0.8489927137629648,0.8292483045622638,1.50916312824282,1.6880270048333326,-0.9821335223796626
2002-01-08,-0.862132745097655,0.8567714440079816,1.4763058030848448,1.5965429640290336,-1.0290980148385043
2002-01-09,-0.7867200132136634,0.7582485224530646,1.5340757010856112,1.4836732331014202,-1.0091866163978003
2002-01-10,-0.724804561935436,0.6834582868688316,1.807110481980801,1.494651879431436,-0.9232028522742285
2002-01-11,-0.6622163104359581,0.606758065620343,1.6601060142253066,1.2838210971208914,-0.7969287182931348
2002-01-14,-0.4401346622863922,0.32472741819031153,1.5382277083325335,1.1457480981475305,-0.6875707701763759
2002-01-15,-0.6249216691947485,0.5682782164858344,1.6498570767541418,1.276261283766014,-0.6080917192911581
2002-01-16,-0.44499380482063666,0.3522260226197049,1.4411703693561642,0.9416443698197013,-0.5136242014389821
2002-01-17,-0.6991629318494677,0.695201065535009,1.4458526039379562,1.138712454109876,-0.4825608462014075
2002-01-18,-0.6345596472272164,0.6113755531500098,1.3910743500801352,0.9336418299826373,-0.4522606299600547
2002-01-22,-0.3902214511554536,0.3003437389346839,1.3412330713216989,0.7864793469136151,-0.4247723307209964
2002-01-23,-0.7691882967944627,0.8005370797005724,1.3361135010947975,0.9416955198938685,-0.4342129745283521
2002-01-24,-0.926937202101504,1.0321792108574759,1.331837855817709,1.0067070651434142,-0.5106265394607294
2002-01-25,-0.9541053300754002,1.0743229140654496,1.3144473533001246,1.0202503835270424,-0.5297820344395598
2002-01-28,-0.9219780382865139,1.0263307633833545,1.4192481254429037,1.014134954077458,-0.5500135663776964
2002-01-29,-0.21777738474416525,0.09687146447633378,1.2216289363701491,0.4441958433952988,-0.4860381753338325
2002-01-30,-0.46761803073893105,0.3991925299568008,1.1627552740905995,0.6759884779320628,-0.395219883597115
2002-01-31,-0.9342185210599486,1.0464368137296125,1.2059209841501606,0.9720677268296469,-0.3657618458656527
2002-02-01,-0.9248922189187492,1.0331049502566427,1.1922345715656224,0.8331803030310133,-0.3291044491585964
2002-02-04,-0.10310841488071927,-0.032538040888051,0.9434081386757287,0.35146279218217,-0.14443510907879184
2002-02-05,0.02006668520090945,-0.16788642054011058,0.9804542679167638,0.28378508302553407,-0.08197938859956555
2002-02-06,0.14954107927543472,-0.30970542644936483,1.0075865650139404,0.18006551197204185,0.05870101898640316
2002-02-07,-0.07984685609351282,-0.07973975888326161,1.0219138088289044,0.13728419985198687,0.25234436181006625
2002-02-08,-0.48676681985429143,0.39991165579053817,0.8512140610322184,0.4379558878517374,0.37370319758722087
2002-02-11,-0.8103848476010261,0.8375572113937256,0.5928424252869604,0.7299309755031365,0.24343605915794064
2002-02-12,-0.8441158435003205,0.8875941104406161,0.693215346839515,0.6607103792038918,0.07845409394382037
2002-02-13,-1.0106820929224363,1.1401669361877265,0.6219088464535039,0.8633499094358468,-0.15542433988325036
2002-02-14,-0.808688462944577,0.8386501197717923,0.7061860350498891,0.8341818397689945,-0.30488859674673624
2002-02-15,-0.6769010032754812,0.6549149649543559,0.7745282393266635,0.6232352657987041,-0.3417812344673134
2002-02-19,-0.23186889711593375,0.09097383322725161,0.5790416659684929,0.2657124566611287,-0.21806283432974918
2002-02-20,-0.6201994052150465,0.5749415860417645,0.5364379305420408,0.5388745471193157,-0.16477033373308325
2002-02-21,-0.37209382747090086,0.25950252316649264,0.40935238123482626,0.24964123001744098,-0.027801163458729093
2002-02-22,-0.5805246320974591,0.5253183342198994,0.4011729705152404,0.42348694930659914,0.025182361541234665
2002-02-25,-0.8029658382633498,0.8330386772190994,0.15130623541371327,0.7822612984053848,0.005024121552234066
2002-02-26,-0.8295938859595423,0.8791648147140932,0.16928672710316975,0.7896529714157287,-0.11398318265867982
2002-02-27,-0.8558596164512599,0.9342477652885091,0.16543565377989478,0.8058200650966668,-0.1577551108126342
2002-02-28,-0.8210630657099652,0.8954945175057001,0.4848859709811695,0.7566362094574103,-0.25691552135818646
2002-03-01,-1.1676830113833647,1.4467035969786695,0.25901266900328945,1.2060198087844176,-0.3748358851186291
2002-03-04,-1.041232315568951,1.2415498272365566,0.19720285075842847,1.5938846846272143,-0.42444263074271715
2002-03-05,-1.076831510940348,1.3018472648251986,0.21628020869905118,1.452281601536401,-0.4789307630630416
2002-03-06,-1.1380258618461818,1.42009433069002,0.3953023444864531,1.7368353094403859,-0.5374185539715748
2002-03-07,-1.0927348254359617,1.3712414341510202,0.3772460641123595,1.6361372679052242,-0.5969115326664284
2002-03-08,-1.244817484269354,1.6460117235570337,0.36262269783511303,1.7476802232413484,-0.6032528951045046
2002-03-11,-1.1077726595313109,1.416410186083038,0.3453093857143868,1.8076854797256263,-0.6112469429099553
